timestamp,messageType,latency,statusCode,roomId
1773008193336,TEXT,71,400,14
1773008193336,TEXT,71,400,15
1773008193336,TEXT,71,400,13
1773008193336,TEXT,71,400,8
1773008193336,TEXT,71,400,16
1773008193336,TEXT,71,400,17
1773008193336,TEXT,71,400,12
1773008193336,TEXT,71,400,9
1773008193336,TEXT,71,400,20
1773008193336,TEXT,71,400,2
1773008193336,TEXT,66,400,7
1773008193336,TEXT,71,400,18
1773008193402,TEXT,67,400,10
1773008193402,TEXT,67,400,19
1773008193403,TEXT,67,400,5
1773008193403,TEXT,67,400,4
1773008193403,TEXT,67,400,14
1773008193403,TEXT,67,400,6
1773008193403,TEXT,67,400,11
1773008193403,TEXT,67,400,1
1773008193403,TEXT,67,400,3
1773008193403,TEXT,67,400,12
1773008193404,TEXT,67,400,16
1773008193404,TEXT,68,400,8
1773008193404,TEXT,68,400,17
1773008193404,TEXT,68,400,13
1773008193404,TEXT,68,400,2
1773008193404,TEXT,68,400,7
1773008193404,TEXT,68,400,20
1773008193404,TEXT,68,400,9
1773008193404,TEXT,68,400,18
1773008193404,TEXT,68,400,15
1773008193466,TEXT,64,400,19
1773008193466,TEXT,64,400,10
1773008193467,TEXT,64,400,5
1773008193467,TEXT,64,400,6
1773008193467,TEXT,63,400,8
1773008193467,TEXT,64,400,14
1773008193468,TEXT,65,400,4
1773008193468,TEXT,65,400,1
1773008193468,TEXT,65,400,11
1773008193468,TEXT,65,400,3
1773008193468,TEXT,65,400,12
1773008193468,TEXT,64,400,16
1773008193471,TEXT,67,400,17
1773008193471,TEXT,67,400,13
1773008193471,TEXT,67,400,15
1773008193471,TEXT,67,400,2
1773008193472,TEXT,68,400,9
1773008193472,TEXT,68,400,20
1773008193472,TEXT,68,400,18
1773008193472,TEXT,68,400,7
1773008193530,TEXT,64,400,19
1773008193530,TEXT,64,400,10
1773008193532,TEXT,65,400,14
1773008193532,TEXT,65,400,5
1773008193532,TEXT,64,400,1
1773008193532,TEXT,65,400,6
1773008193533,TEXT,66,400,8
1773008193533,TEXT,65,400,4
1773008193535,TEXT,67,400,3
1773008193535,TEXT,67,400,11
1773008193535,TEXT,67,400,12
1773008193535,TEXT,67,400,16
1773008193537,TEXT,66,400,15
1773008193537,TEXT,66,400,13
1773008193537,TEXT,65,400,9
1773008193537,TEXT,65,400,20
1773008193537,TEXT,66,400,17
1773008193537,TEXT,65,400,2
1773008193537,TEXT,65,400,18
1773008193537,TEXT,65,400,7
1773008193650,TEXT,118,400,5
1773008193650,TEXT,119,400,19
1773008193650,TEXT,118,400,1
1773008193650,TEXT,119,400,10
1773008193650,TEXT,117,400,4
1773008193650,TEXT,118,400,14
1773008193651,TEXT,119,400,6
1773008193651,TEXT,118,400,8
1773008193651,TEXT,116,400,16
1773008193651,TEXT,116,400,11
1773008193651,TEXT,116,400,3
1773008193651,TEXT,114,400,13
1773008193651,TEXT,114,400,9
1773008193651,TEXT,114,400,15
1773008193651,TEXT,116,400,12
1773008193651,TEXT,114,400,17
1773008193651,TEXT,114,400,2
1773008193651,TEXT,114,400,20
1773008193651,TEXT,114,400,18
1773008193651,TEXT,114,400,7
1773008193719,TEXT,69,400,4
1773008193719,TEXT,68,400,5
1773008193719,TEXT,68,400,8
1773008193720,TEXT,68,400,19
1773008193720,TEXT,69,400,16
1773008193720,TEXT,69,400,11
1773008193720,TEXT,70,400,10
1773008193720,TEXT,69,400,6
1773008193720,TEXT,69,400,3
1773008193720,TEXT,69,400,13
1773008193720,TEXT,70,400,14
1773008193720,TEXT,69,400,1
1773008193720,TEXT,69,400,2
1773008193720,TEXT,69,400,17
1773008193720,TEXT,69,400,12
1773008193720,TEXT,69,400,9
1773008193720,TEXT,69,400,15
1773008193720,TEXT,68,400,7
1773008193721,TEXT,69,400,18
1773008193721,TEXT,70,400,20
1773008193784,TEXT,65,400,8
1773008193784,TEXT,64,400,19
1773008193785,TEXT,64,400,4
1773008193785,TEXT,65,400,10
1773008193785,TEXT,66,400,5
1773008193785,TEXT,65,400,16
1773008193785,TEXT,65,400,6
1773008193785,TEXT,65,400,3
1773008193785,TEXT,65,400,11
1773008193785,TEXT,65,400,1
1773008193785,TEXT,65,400,2
1773008193787,TEXT,67,400,17
1773008193787,TEXT,66,400,13
1773008193787,TEXT,67,400,9
1773008193787,TEXT,67,400,14
1773008193787,TEXT,67,400,12
1773008193787,TEXT,67,400,15
1773008193787,TEXT,66,400,20
1773008193787,TEXT,66,400,7
1773008193788,TEXT,67,400,18
1773008193848,TEXT,64,400,19
1773008193851,TEXT,67,400,8
1773008193851,TEXT,66,400,10
1773008193851,TEXT,66,400,4
1773008193851,TEXT,66,400,5
1773008193851,TEXT,66,400,6
1773008193852,TEXT,67,400,11
1773008193852,TEXT,67,400,1
1773008193852,TEXT,67,400,3
1773008193852,TEXT,67,400,16
1773008193852,TEXT,67,400,2
1773008193852,TEXT,65,400,14
1773008193852,TEXT,65,400,12
1773008193852,TEXT,65,400,13
1773008193852,TEXT,65,400,17
1773008193853,TEXT,66,400,9
1773008193853,TEXT,66,400,15
1773008193853,TEXT,65,400,7
1773008193853,TEXT,65,400,18
1773008193854,TEXT,66,400,20
1773008193913,TEXT,65,400,19
1773008193915,TEXT,64,400,10
1773008193915,TEXT,64,400,5
1773008193916,TEXT,65,400,8
1773008193916,TEXT,65,400,4
1773008193916,TEXT,64,400,14
1773008193916,TEXT,64,400,11
1773008193917,TEXT,66,400,6
1773008193917,TEXT,65,400,12
1773008193917,TEXT,65,400,3
1773008193917,TEXT,65,400,16
1773008193917,TEXT,65,400,2
1773008193917,TEXT,65,400,1
1773008193918,TEXT,65,400,13
1773008193920,TEXT,67,400,15
1773008193920,TEXT,68,400,17
1773008193920,TEXT,67,400,9
1773008193920,TEXT,66,400,20
1773008193920,TEXT,67,400,18
1773008193920,TEXT,67,400,7
1773008193979,TEXT,66,400,19
1773008193980,TEXT,65,400,5
1773008193980,TEXT,65,400,10
1773008193982,TEXT,66,400,11
1773008193982,TEXT,66,400,4
1773008193982,TEXT,65,400,6
1773008193983,TEXT,67,400,8
1773008193983,TEXT,67,400,14
1773008193983,TEXT,66,400,2
1773008193983,TEXT,65,400,13
1773008193983,TEXT,66,400,3
1773008193983,TEXT,66,400,12
1773008193983,TEXT,66,400,16
1773008193983,TEXT,65,400,1
1773008193985,TEXT,65,400,17
1773008193985,TEXT,65,400,15
1773008193985,TEXT,65,400,9
1773008193985,TEXT,65,400,20
1773008193985,TEXT,65,400,18
1773008193986,TEXT,65,400,7
1773008194056,TEXT,76,400,10
1773008194056,TEXT,76,400,5
1773008194056,TEXT,77,400,19
1773008194057,TEXT,75,400,4
1773008194057,TEXT,74,400,14
1773008194058,TEXT,76,400,11
1773008194058,TEXT,76,400,6
1773008194058,TEXT,75,400,3
1773008194058,TEXT,75,400,13
1773008194058,TEXT,75,400,8
1773008194058,TEXT,75,400,2
1773008194058,TEXT,75,400,16
1773008194058,TEXT,75,400,12
1773008194058,TEXT,75,400,1
1773008194058,TEXT,73,400,15
1773008194058,TEXT,73,400,17
1773008194058,TEXT,73,400,9
1773008194058,TEXT,73,400,20
1773008194059,TEXT,73,400,18
1773008194059,TEXT,73,400,7
1773008194171,TEXT,115,400,19
1773008194171,TEXT,115,400,5
1773008194171,TEXT,115,400,10
1773008194173,TEXT,115,400,6
1773008194173,TEXT,115,400,11
1773008194173,TEXT,116,400,4
1773008194173,TEXT,115,400,3
1773008194173,TEXT,115,400,17
1773008194173,TEXT,115,400,15
1773008194173,TEXT,115,400,8
1773008194173,TEXT,115,400,13
1773008194174,TEXT,116,400,14
1773008194174,TEXT,115,400,9
1773008194174,TEXT,116,400,2
1773008194174,TEXT,115,400,20
1773008194174,TEXT,116,400,1
1773008194174,TEXT,116,400,12
1773008194174,TEXT,115,400,18
1773008194174,TEXT,116,400,16
1773008194174,TEXT,115,400,7
1773008194289,TEXT,118,400,19
1773008194290,TEXT,119,400,10
1773008194290,TEXT,119,400,5
1773008194290,TEXT,117,400,4
1773008194290,TEXT,117,400,6
1773008194290,TEXT,117,400,11
1773008194290,TEXT,117,400,3
1773008194290,TEXT,116,400,13
1773008194290,TEXT,117,400,17
1773008194290,TEXT,117,400,15
1773008194290,TEXT,117,400,8
1773008194290,TEXT,116,400,9
1773008194290,TEXT,116,400,14
1773008194290,TEXT,115,400,1
1773008194291,TEXT,116,400,12
1773008194291,TEXT,116,400,16
1773008194291,TEXT,117,400,2
1773008194291,TEXT,117,400,20
1773008194291,TEXT,117,400,18
1773008194291,TEXT,117,400,7
1773008194355,TEXT,65,400,19
1773008194355,TEXT,65,400,11
1773008194358,TEXT,68,400,4
1773008194358,TEXT,68,400,10
1773008194358,TEXT,68,400,5
1773008194358,TEXT,68,400,6
1773008194358,TEXT,68,400,3
1773008194359,TEXT,68,400,16
1773008194359,TEXT,69,400,17
1773008194359,TEXT,69,400,15
1773008194359,TEXT,68,400,2
1773008194359,TEXT,69,400,13
1773008194359,TEXT,68,400,20
1773008194359,TEXT,69,400,14
1773008194359,TEXT,69,400,9
1773008194359,TEXT,68,400,18
1773008194359,TEXT,69,400,8
1773008194359,TEXT,68,400,7
1773008194360,TEXT,70,400,1
1773008194360,TEXT,68,400,12
1773008194426,TEXT,70,400,19
1773008194426,TEXT,68,400,10
1773008194426,TEXT,70,400,11
1773008194427,TEXT,69,400,6
1773008194427,TEXT,69,400,5
1773008194427,TEXT,68,400,3
1773008194427,TEXT,69,400,4
1773008194427,TEXT,68,400,17
1773008194427,TEXT,68,400,14
1773008194428,TEXT,69,400,16
1773008194428,TEXT,68,400,1
1773008194428,TEXT,68,400,12
1773008194428,TEXT,69,400,15
1773008194428,TEXT,69,400,8
1773008194428,TEXT,69,400,9
1773008194428,TEXT,69,400,2
1773008194428,TEXT,69,400,13
1773008194428,TEXT,69,400,20
1773008194428,TEXT,69,400,18
1773008194428,TEXT,69,400,7
1773008194492,TEXT,66,400,19
1773008194492,TEXT,65,400,5
1773008194492,TEXT,66,400,11
1773008194492,TEXT,65,400,4
1773008194492,TEXT,65,400,6
1773008194493,TEXT,66,400,3
1773008194494,TEXT,68,400,10
1773008194494,TEXT,66,400,14
1773008194494,TEXT,66,400,1
1773008194494,TEXT,66,400,17
1773008194494,TEXT,66,400,16
1773008194494,TEXT,66,400,15
1773008194494,TEXT,66,400,8
1773008194494,TEXT,66,400,13
1773008194495,TEXT,67,400,9
1773008194495,TEXT,67,400,20
1773008194495,TEXT,67,400,2
1773008194495,TEXT,67,400,18
1773008194495,TEXT,67,400,12
1773008194495,TEXT,67,400,7
1773008194557,TEXT,65,400,19
1773008194557,TEXT,64,400,4
1773008194558,TEXT,64,400,10
1773008194558,TEXT,66,400,5
1773008194558,TEXT,66,400,11
1773008194558,TEXT,65,400,6
1773008194558,TEXT,64,400,17
1773008194558,TEXT,65,400,3
1773008194560,TEXT,66,400,15
1773008194560,TEXT,66,400,16
1773008194560,TEXT,66,400,13
1773008194560,TEXT,66,400,8
1773008194560,TEXT,66,400,14
1773008194560,TEXT,66,400,1
1773008194561,TEXT,66,400,12
1773008194561,TEXT,66,400,9
1773008194561,TEXT,66,400,2
1773008194561,TEXT,66,400,20
1773008194561,TEXT,66,400,18
1773008194561,TEXT,66,400,7
1773008194698,TEXT,141,400,4
1773008194698,TEXT,141,400,19
1773008194699,TEXT,141,400,5
1773008194699,TEXT,141,400,10
1773008194699,TEXT,141,400,11
1773008194699,TEXT,141,400,6
1773008194699,TEXT,141,400,17
1773008194699,TEXT,139,400,16
1773008194699,TEXT,141,400,3
1773008194699,TEXT,139,400,14
1773008194699,TEXT,139,400,1
1773008194700,TEXT,139,400,12
1773008194700,TEXT,140,400,13
1773008194700,TEXT,140,400,8
1773008194700,TEXT,140,400,15
1773008194700,TEXT,139,400,9
1773008194700,TEXT,139,400,2
1773008194700,TEXT,139,400,20
1773008194700,TEXT,139,400,18
1773008194701,TEXT,140,400,7
1773008194765,TEXT,67,400,19
1773008194765,TEXT,66,400,5
1773008194765,TEXT,67,400,4
1773008194766,TEXT,67,400,6
1773008194766,TEXT,67,400,14
1773008194766,TEXT,67,400,10
1773008194766,TEXT,67,400,11
1773008194766,TEXT,67,400,3
1773008194766,TEXT,66,400,12
1773008194767,TEXT,67,400,1
1773008194767,TEXT,68,400,16
1773008194767,TEXT,68,400,17
1773008194768,TEXT,68,400,8
1773008194768,TEXT,68,400,15
1773008194768,TEXT,68,400,13
1773008194768,TEXT,68,400,9
1773008194768,TEXT,68,400,2
1773008194768,TEXT,68,400,20
1773008194768,TEXT,68,400,18
1773008194768,TEXT,67,400,7
1773008194831,TEXT,66,400,19
1773008194831,TEXT,66,400,5
1773008194833,TEXT,68,400,4
1773008194833,TEXT,67,400,14
1773008194833,TEXT,67,400,10
1773008194833,TEXT,67,400,6
1773008194833,TEXT,67,400,11
1773008194833,TEXT,66,400,1
1773008194833,TEXT,66,400,17
1773008194833,TEXT,66,400,3
1773008194833,TEXT,66,400,12
1773008194833,TEXT,66,400,16
1773008194834,TEXT,65,400,15
1773008194834,TEXT,66,400,13
1773008194835,TEXT,67,400,8
1773008194835,TEXT,67,400,9
1773008194835,TEXT,67,400,2
1773008194835,TEXT,67,400,7
1773008194835,TEXT,67,400,18
1773008194835,TEXT,67,400,20
1773008194899,TEXT,68,400,19
1773008194899,TEXT,68,400,5
1773008194900,TEXT,67,400,10
1773008194900,TEXT,67,400,4
1773008194900,TEXT,67,400,14
1773008194901,TEXT,67,400,6
1773008194901,TEXT,68,400,11
1773008194901,TEXT,68,400,1
1773008194901,TEXT,68,400,3
1773008194901,TEXT,68,400,17
1773008194901,TEXT,68,400,12
1773008194901,TEXT,68,400,16
1773008194901,TEXT,67,400,15
1773008194901,TEXT,67,400,13
1773008194901,TEXT,66,400,8
1773008194901,TEXT,66,400,2
1773008194901,TEXT,66,400,20
1773008194901,TEXT,66,400,9
1773008194901,TEXT,66,400,18
1773008194902,TEXT,67,400,7
1773008194963,TEXT,64,400,19
1773008194963,TEXT,64,400,5
1773008194966,TEXT,66,400,14
1773008194966,TEXT,66,400,10
1773008194966,TEXT,65,400,15
1773008194966,TEXT,65,400,11
1773008194966,TEXT,66,400,4
1773008194966,TEXT,65,400,6
1773008194966,TEXT,65,400,17
1773008194968,TEXT,67,400,8
1773008194968,TEXT,67,400,2
1773008194968,TEXT,67,400,1
1773008194968,TEXT,67,400,9
1773008194968,TEXT,67,400,3
1773008194968,TEXT,67,400,12
1773008194968,TEXT,67,400,16
1773008194968,TEXT,67,400,13
1773008194968,TEXT,67,400,20
1773008194968,TEXT,67,400,18
1773008194969,TEXT,67,400,7
1773008195028,TEXT,65,400,19
1773008195029,TEXT,66,400,5
1773008195031,TEXT,65,400,10
1773008195031,TEXT,65,400,4
1773008195031,TEXT,65,400,14
1773008195031,TEXT,65,400,11
1773008195031,TEXT,65,400,6
1773008195031,TEXT,65,400,15
1773008195032,TEXT,66,400,17
1773008195032,TEXT,64,400,16
1773008195032,TEXT,64,400,1
1773008195034,TEXT,66,400,3
1773008195034,TEXT,66,400,8
